ZIP,LAT,LNG,City,State ,County
48103,42.26135,-83.846458,Ann Arbor,MI,Washtenaw
48104,42.263484,-83.71512,Ann Arbor,MI,Washtenaw
48105,42.327634,-83.696444,Ann Arbor,MI,Washtenaw
48108,42.221694,-83.732265,Ann Arbor,MI,Washtenaw
48109,42.289187,-83.70878,Ann Arbor,MI,Washtenaw
48111,42.177312,-83.488444,Belleville,MI,Wayne
48114,42.571753,-83.749573,Brighton,MI,Livingston
48116,42.505744,-83.782892,Brighton,MI,Livingston
48117,42.050259,-83.410188,Carleton,MI,Monroe
48118,42.312244,-84.03402,Chelsea,MI,Washtenaw
48120,42.306327,-83.176211,Dearborn,MI,Wayne
48122,42.278607,-83.182255,Melvindale,MI,Wayne
48124,42.298036,-83.24761,Dearborn,MI,Wayne
48125,42.277334,-83.264832,Dearborn Heights,MI,Wayne
48126,42.32579,-83.183213,Dearborn,MI,Wayne
48127,42.335793,-83.283296,Dearborn Heights,MI,Wayne
48128,42.320411,-83.259969,Dearborn,MI,Wayne
48130,42.364141,-83.90936,Dexter,MI,Washtenaw
48131,41.964336,-83.66615,Dundee,MI,Monroe
48133,41.782381,-83.486028,Erie,MI,Monroe
48134,42.106693,-83.296156,Flat Rock,MI,Wayne
48135,42.324384,-83.341212,Garden City,MI,Wayne
48137,42.471975,-84.074565,Gregory,MI,Livingston
48138,42.133978,-83.153921,Grosse Ile,MI,Wayne
48139,42.452452,-83.80605,Hamburg,MI,Livingston
48140,41.882184,-83.580507,Ida,MI,Monroe
48141,42.293969,-83.320074,Inkster,MI,Wayne
48143,42.459978,-83.851969,Lakeland,MI,Livingston
48144,41.752485,-83.6287,Lambertville,MI,Monroe
48145,41.844247,-83.45997,La Salle,MI,Monroe
48146,42.243291,-83.181258,Lincoln Park,MI,Wayne
48150,42.371604,-83.376788,Livonia,MI,Wayne
48152,42.424935,-83.374264,Livonia,MI,Wayne
48154,42.397183,-83.372319,Livonia,MI,Wayne
48157,41.814624,-83.438215,Luna Pier,MI,Monroe
48158,42.15561,-84.029361,Manchester,MI,Washtenaw
48159,42.019159,-83.547956,Maybee,MI,Monroe
48160,42.078164,-83.674971,Milan,MI,Monroe
48161,41.907196,-83.472457,Monroe,MI,Monroe
48162,41.960425,-83.429323,Monroe,MI,Monroe
48164,42.124571,-83.386866,New Boston,MI,Wayne
48165,42.501565,-83.616922,New Hudson,MI,Oakland
48166,41.982805,-83.294714,Newport,MI,Monroe
48167,42.432315,-83.524658,Northville,MI,Wayne
48168,42.405262,-83.540498,#N/A,#N/A,#N/A
48169,42.461925,-83.947382,Pinckney,MI,Livingston
48170,42.367689,-83.534306,Plymouth,MI,Wayne
48173,42.073679,-83.212774,Rockwood,MI,Wayne
48174,42.234298,-83.394324,Romulus,MI,Wayne
48176,42.136836,-83.82925,Saline,MI,Washtenaw
48177,41.803955,-83.580926,Samaria,MI,Monroe
48178,42.443768,-83.656872,South Lyon,MI,Oakland
48179,42.035092,-83.25545,South Rockwood,MI,Monroe
48180,42.225283,-83.267691,Taylor,MI,Wayne
48182,41.789858,-83.583849,Temperance,MI,Monroe
48183,42.131459,-83.217792,Trenton,MI,Wayne
48184,42.274479,-83.395623,Wayne,MI,Wayne
48185,42.333901,-83.384209,Westland,MI,Wayne
48186,42.293764,-83.370739,Westland,MI,Wayne
48187,42.325573,-83.483576,Canton,MI,Wayne
48188,42.283886,-83.481933,Canton,MI,Wayne
48189,42.412336,-83.782854,Whitmore Lake,MI,Washtenaw
48190,42.131536,-83.593807,Whittaker,MI,Washtenaw
48191,42.121629,-83.57059,Willis,MI,Washtenaw
48192,42.208455,-83.161498,Wyandotte,MI,Wayne
48193,42.173282,-83.209837,#N/A,#N/A,#N/A
48195,42.204975,-83.206511,Southgate,MI,Wayne
48197,42.194034,-83.639984,Ypsilanti,MI,Washtenaw
48198,42.275075,-83.58634,Ypsilanti,MI,Washtenaw
48201,42.347021,-83.060184,Detroit,MI,Wayne
48202,42.374786,-83.077718,Detroit,MI,Wayne
48203,42.420736,-83.104338,Highland Park,MI,Wayne
48204,42.365812,-83.142935,Detroit,MI,Wayne
48205,42.433156,-82.981142,Detroit,MI,Wayne
48206,42.375123,-83.107897,Detroit,MI,Wayne
48207,42.3496,-83.018847,Detroit,MI,Wayne
48208,42.348491,-83.091937,Detroit,MI,Wayne
48209,42.306083,-83.117655,Detroit,MI,Wayne
48210,42.336212,-83.128331,Detroit,MI,Wayne
48211,42.381347,-83.045733,Detroit,MI,Wayne
48212,42.409721,-83.056394,Hamtramck,MI,Wayne
48213,42.397931,-82.995213,Detroit,MI,Wayne
48214,42.365116,-82.987644,Detroit,MI,Wayne
48215,42.375051,-82.954344,Detroit,MI,Wayne
48216,42.326485,-83.078746,Detroit,MI,Wayne
48217,42.277651,-83.155078,Detroit,MI,Wayne
48218,42.272709,-83.126672,River Rouge,MI,Wayne
48219,42.425328,-83.251428,Detroit,MI,Wayne
48220,42.458066,-83.135213,Ferndale,MI,Oakland
48221,42.427,-83.148609,Detroit,MI,Wayne
48223,42.393453,-83.246327,Detroit,MI,Wayne
48224,42.410693,-82.941265,Detroit,MI,Wayne
48225,42.438984,-82.92961,Harper Woods,MI,Wayne
48226,42.331542,-83.050267,Detroit,MI,Wayne
48227,42.387249,-83.192592,Detroit,MI,Wayne
48228,42.355455,-83.217014,Detroit,MI,Wayne
48229,42.250559,-83.142867,Ecorse,MI,Wayne
48230,42.382395,-82.921842,Grosse Pointe,MI,Wayne
48233,42.323697,-83.061662,Detroit,MI,Wayne
48234,42.431197,-83.039501,Detroit,MI,Wayne
48235,42.427058,-83.194803,Detroit,MI,Wayne
48236,42.425373,-82.893194,Grosse Pointe,MI,Wayne
48237,42.464968,-83.18242,Oak Park,MI,Oakland
48238,42.396286,-83.141352,Detroit,MI,Wayne
48239,42.376046,-83.283174,Redford,MI,Wayne
48240,42.42446,-83.3013,Redford,MI,Wayne
48242,42.22121,-83.345136,Detroit,MI,Wayne
48243,42.329975,-83.039506,Detroit,MI,Wayne
48301,42.5424,-83.282168,Bloomfield Hills,MI,Oakland
48302,42.585108,-83.293467,Bloomfield Hills,MI,Oakland
48304,42.588866,-83.233152,Bloomfield Hills,MI,Oakland
48306,42.724318,-83.147306,Rochester,MI,Oakland
48307,42.659316,-83.122679,Rochester,MI,Oakland
48309,42.657213,-83.186577,Rochester,MI,Oakland
48310,42.563435,-83.068397,Sterling Heights,MI,Macomb
48312,42.558228,-83.008926,Sterling Heights,MI,Macomb
48313,42.600651,-83.002903,Sterling Heights,MI,Macomb
48314,42.612074,-83.053489,Sterling Heights,MI,Macomb
48315,42.671835,-82.997399,Utica,MI,Macomb
48316,42.690173,-83.057244,Utica,MI,Macomb
48317,42.644844,-83.051975,Utica,MI,Macomb
48320,42.611935,-83.338092,Keego Harbor,MI,Oakland
48322,42.537824,-83.384526,West Bloomfield,MI,Oakland
48323,42.570804,-83.377909,West Bloomfield,MI,Oakland
48324,42.595022,-83.39123,West Bloomfield,MI,Oakland
48326,42.688246,-83.244075,Auburn Hills,MI,Oakland
48327,42.636933,-83.409987,Waterford,MI,Oakland
48328,42.646423,-83.359184,Waterford,MI,Oakland
48329,42.687016,-83.388622,Waterford,MI,Oakland
48331,42.502483,-83.408935,Farmington,MI,Oakland
48334,42.504694,-83.349204,Farmington,MI,Oakland
48335,42.462872,-83.405033,Farmington,MI,Oakland
48336,42.463144,-83.34727,Farmington,MI,Oakland
48340,42.672146,-83.287904,Pontiac,MI,Oakland
48341,42.626921,-83.297371,Pontiac,MI,Oakland
48342,42.642264,-83.273415,Pontiac,MI,Oakland
48346,42.717882,-83.428703,Clarkston,MI,Oakland
48348,42.768594,-83.404451,Clarkston,MI,Oakland
48350,42.739418,-83.531044,Davisburg,MI,Oakland
48353,42.64687,-83.715943,Hartland,MI,Livingston
48356,42.654414,-83.592905,Highland,MI,Oakland
48357,42.658572,-83.646545,Highland,MI,Oakland
48359,42.720743,-83.275522,Lake Orion,MI,Oakland
48360,42.747574,-83.260083,Lake Orion,MI,Oakland
48362,42.782333,-83.269397,Lake Orion,MI,Oakland
48363,42.772483,-83.162499,Oakland,MI,Oakland
48367,42.836232,-83.136902,Leonard,MI,Oakland
48370,42.842876,-83.200365,Oxford,MI,Oakland
48371,42.84097,-83.291531,Oxford,MI,Oakland
48374,42.473226,-83.522863,Novi,MI,Oakland
48375,42.464141,-83.463958,Novi,MI,Oakland
48377,42.505368,-83.473579,Novi,MI,Oakland
48380,42.583002,-83.666824,Milford,MI,Oakland
48381,42.558412,-83.591793,Milford,MI,Oakland
48382,42.592395,-83.506365,Commerce Township,MI,Oakland
48383,42.65561,-83.525824,White Lake,MI,Oakland
48386,42.660223,-83.47999,White Lake,MI,Oakland
48390,42.550711,-83.474218,Walled Lake,MI,Oakland
48393,42.521838,-83.545088,Wixom,MI,Oakland
48397,42.495017,-83.041035,Warren,MI,Macomb
48401,43.347342,-82.670591,Applegate,MI,Sanilac
48411,42.931981,-83.528907,Atlas,MI,Genesee
48412,43.070433,-83.175549,Attica,MI,Lapeer
48413,43.798506,-82.9942,Bad Axe,MI,Huron
48414,42.861694,-84.079846,Bancroft,MI,Shiawassee
48415,43.271876,-83.808105,Birch Run,MI,Saginaw
48416,43.21687,-82.985115,Brown City,MI,Sanilac
48417,43.261282,-83.939194,Burt,MI,Saginaw
48418,42.794295,-83.969891,Byron,MI,Shiawassee
48419,43.435806,-82.660428,Carsonville,MI,Sanilac
48420,43.179103,-83.700508,Clio,MI,Genesee
48421,43.155496,-83.393187,Columbiaville,MI,Lapeer
48422,43.261472,-82.653704,Croswell,MI,Sanilac
48423,43.038705,-83.51096,Davison,MI,Genesee
48426,43.511491,-83.057347,Decker,MI,Sanilac
48427,43.535638,-82.725482,Deckerville,MI,Sanilac
48428,42.938195,-83.154454,Dryden,MI,Lapeer
48429,42.902992,-84.004121,Durand,MI,Shiawassee
48430,42.758215,-83.743683,Fenton,MI,Genesee
48432,43.898698,-82.972074,Filion,MI,Huron
48433,43.075348,-83.867227,Flushing,MI,Genesee
48434,43.661889,-82.611777,Forestville,MI,Sanilac
48435,43.245379,-83.359338,Fostoria,MI,Tuscola
48436,42.865301,-83.876801,Gaines,MI,Genesee
48437,43.115745,-83.612394,Genesee,MI,Genesee
48438,42.913657,-83.484165,Goodrich,MI,Genesee
48439,42.916399,-83.629374,Grand Blanc,MI,Genesee
48440,42.951094,-83.412259,Hadley,MI,Lapeer
48441,43.797892,-82.70863,Harbor Beach,MI,Huron
48442,42.78868,-83.606102,Holly,MI,Oakland
48444,43.058491,-83.045197,Imlay City,MI,Lapeer
48445,43.950222,-82.990555,Kinde,MI,Huron
48446,43.05374,-83.338704,Lapeer,MI,Lapeer
48449,42.991452,-83.944772,Lennon,MI,Genesee
48450,43.25866,-82.542438,Lexington,MI,Sanilac
48451,42.801222,-83.819172,Linden,MI,Genesee
48453,43.348144,-83.032572,Marlette,MI,Sanilac
48454,43.195011,-82.812721,Melvin,MI,Sanilac
48455,42.937951,-83.290783,Metamora,MI,Lapeer
48456,43.666971,-82.762208,Minden City,MI,Sanilac
48457,43.186801,-83.89517,Montrose,MI,Genesee
48458,43.125298,-83.681543,Mount Morris,MI,Genesee
48460,43.130612,-83.984997,New Lothrop,MI,Shiawassee
48461,43.193661,-83.206162,North Branch,MI,Lapeer
48462,42.848476,-83.421754,Ortonville,MI,Oakland
48463,43.165799,-83.519301,Otisville,MI,Genesee
48464,43.220341,-83.42246,Otter Lake,MI,Lapeer
48465,43.607998,-82.70777,Palms,MI,Sanilac
48466,43.280507,-82.808877,Peck,MI,Sanilac
48467,44.015356,-82.982415,Port Austin,MI,Huron
48468,43.938412,-82.775181,Port Hope,MI,Huron
48469,43.441469,-82.558181,Port Sanilac,MI,Sanilac
48470,43.73513,-82.751064,Ruth,MI,Huron
48471,43.41942,-82.85208,Sandusky,MI,Sanilac
48472,43.512323,-82.963212,Snover,MI,Sanilac
48473,42.93695,-83.820544,Swartz Creek,MI,Genesee
48475,43.673156,-82.947987,Ubly,MI,Huron
48476,42.938707,-84.03005,Vernon,MI,Shiawassee
48502,43.013727,-83.688376,Flint,MI,Genesee
48503,42.999923,-83.708864,Flint,MI,Genesee
48504,43.054721,-83.743729,Flint,MI,Genesee
48505,43.070311,-83.686117,Flint,MI,Genesee
48506,43.067472,-83.624392,Flint,MI,Genesee
48507,42.966966,-83.717359,Flint,MI,Genesee
48509,43.023941,-83.604709,Burton,MI,Genesee
48519,42.981891,-83.604953,Burton,MI,Genesee
48529,42.970338,-83.65859,Burton,MI,Genesee
48532,43.011068,-83.794875,Flint,MI,Genesee
48551,42.980994,-83.7169,Flint,MI,Genesee
48553,42.977762,-83.723561,Flint,MI,Genesee
48554,42.975881,-83.790734,Flint,MI,Genesee
48601,43.405947,-83.893998,Saginaw,MI,Saginaw
48602,43.420026,-83.974472,Saginaw,MI,Saginaw
48603,43.458786,-84.029471,Saginaw,MI,Saginaw
48604,43.499764,-83.969084,Saginaw,MI,Saginaw
48607,43.432412,-83.933828,Saginaw,MI,Saginaw
48609,43.389617,-84.08317,Saginaw,MI,Saginaw
48610,44.141691,-84.192191,Alger,MI,Ogemaw
48611,43.634148,-84.097206,Auburn,MI,Bay
48612,43.883024,-84.439434,Beaverton,MI,Gladwin
48613,43.962785,-84.178016,Bentley,MI,Bay
48614,43.250991,-84.298042,Brant,MI,Saginaw
48615,43.42981,-84.474806,Breckenridge,MI,Gratiot
48616,43.191074,-84.11346,Chesaning,MI,Saginaw
48617,43.851308,-84.717297,Clare,MI,Clare
48618,43.736779,-84.556707,Coleman,MI,Midland
48619,44.819736,-84.020613,Comins,MI,Oscoda
48621,44.736899,-84.012427,Fairview,MI,Oscoda
48622,43.840836,-84.881266,Farwell,MI,Clare
48623,43.52008,-84.13284,Freeland,MI,Saginaw
48624,44.061093,-84.45737,Gladwin,MI,Gladwin
48625,44.052769,-84.839621,Harrison,MI,Clare
48626,43.421372,-84.221436,Hemlock,MI,Saginaw
48627,44.461919,-84.750203,Higgins Lake,MI,Roscommon
48628,43.784121,-84.328366,Hope,MI,Midland
48629,44.312238,-84.784698,Houghton Lake,MI,Roscommon
48630,44.324794,-84.772497,Houghton Lake Heights,MI,Roscommon
48631,43.688645,-83.995895,Kawkawlin,MI,Bay
48632,43.858387,-85.020525,Lake,MI,Clare
48633,43.936975,-84.931062,Lake George,MI,Clare
48634,43.747641,-84.056178,Linwood,MI,Bay
48635,44.387169,-83.99443,Lupton,MI,Ogemaw
48636,44.601981,-84.299426,Luzerne,MI,Oscoda
48637,43.413693,-84.335573,Merrill,MI,Saginaw
48638,43.418925,-84.018242,#N/A,#N/A,#N/A
48640,43.582166,-84.337227,Midland,MI,Midland
48642,43.712749,-84.236964,Midland,MI,Midland
48647,44.658121,-84.113065,Mio,MI,Oscoda
48649,43.150461,-84.217431,Oakley,MI,Saginaw
48650,43.848958,-83.997374,Pinconning,MI,Bay
48651,44.254775,-84.614813,Prudenville,MI,Roscommon
48652,43.860201,-84.19688,Rhodes,MI,Gladwin
48653,44.490944,-84.599452,Roscommon,MI,Roscommon
48654,44.457421,-84.137319,Rose City,MI,Ogemaw
48655,43.294499,-84.159695,Saint Charles,MI,Saginaw
48656,44.341665,-84.450997,Saint Helen,MI,Roscommon
48657,43.706126,-84.41616,Sanford,MI,Midland
48658,43.975339,-83.936798,Standish,MI,Arenac
48659,44.065548,-84.050783,Sterling,MI,Arenac
48661,44.318406,-84.236213,West Branch,MI,Ogemaw
48662,43.409942,-84.41681,Wheeler,MI,Gratiot
48667,43.602088,-84.233324,Midland,MI,Midland
48701,43.586877,-83.557827,Akron,MI,Tuscola
48703,44.063642,-83.675914,Au Gres,MI,Arenac
48705,44.695826,-83.656494,Barton City,MI,Alcona
48706,43.599622,-83.950504,Bay City,MI,Bay
48708,43.55706,-83.84968,Bay City,MI,Bay
48710,43.556513,-83.987669,University Center,MI,Bay
48720,43.838908,-83.342072,Bay Port,MI,Huron
48721,44.808106,-83.33948,Black River,MI,Alcona
48722,43.346724,-83.844762,Bridgeport,MI,Saginaw
48723,43.484961,-83.389457,Caro,MI,Tuscola
48724,43.456815,-83.928244,Carrollton,MI,Saginaw
48725,43.943956,-83.209593,Caseville,MI,Huron
48726,43.607392,-83.168024,Cass City,MI,Tuscola
48727,43.313344,-83.174586,Clifford,MI,Lapeer
48728,44.732391,-83.822784,Curran,MI,Alcona
48729,43.495939,-83.173779,Deford,MI,Tuscola
48730,44.343486,-83.455677,East Tawas,MI,Iosco
48731,43.843633,-83.15105,Elkton,MI,Huron
48732,43.612331,-83.789822,Essexville,MI,Bay
48733,43.534102,-83.593113,Fairgrove,MI,Tuscola
48734,43.357562,-83.74851,Frankenmuth,MI,Saginaw
48735,43.667593,-83.270883,Gagetown,MI,Tuscola
48737,44.545688,-83.685206,Glennie,MI,Alcona
48738,44.550292,-83.331217,Greenbush,MI,Alcona
48739,44.370453,-83.844934,Hale,MI,Iosco
48740,44.663889,-83.372024,Harrisville,MI,Alcona
48741,43.402479,-83.179873,Kingston,MI,Tuscola
48742,44.742724,-83.435666,Lincoln,MI,Alcona
48743,44.441124,-83.863151,Long Lake,MI,Iosco
48744,43.348042,-83.359255,Mayville,MI,Tuscola
48745,44.5637,-83.484031,Mikado,MI,Alcona
48746,43.259333,-83.55025,Millington,MI,Tuscola
48747,43.518879,-83.764927,Munger,MI,Bay
48748,44.34575,-83.602632,National City,MI,Iosco
48749,44.053935,-83.900947,Omer,MI,Arenac
48750,44.445649,-83.471971,Oscoda,MI,Iosco
48754,43.733259,-83.231016,Owendale,MI,Huron
48755,43.791501,-83.24562,Pigeon,MI,Huron
48756,44.233746,-83.973379,Prescott,MI,Ogemaw
48757,43.469859,-83.676311,Reese,MI,Tuscola
48759,43.730478,-83.385904,Sebewaing,MI,Huron
48760,43.323051,-83.255006,Silverwood,MI,Lapeer
48761,44.510924,-83.89171,South Branch,MI,Ogemaw
48762,44.82166,-83.46162,Spruce,MI,Alcona
48763,44.25509,-83.614901,Tawas City,MI,Iosco
48765,44.151556,-83.717952,Turner,MI,Arenac
48766,44.105722,-83.839392,Twining,MI,Arenac
48767,43.650518,-83.463154,Unionville,MI,Tuscola
48768,43.370831,-83.577539,Vassar,MI,Tuscola
48770,44.251183,-83.814184,Whittemore,MI,Iosco
48801,43.374101,-84.677608,Alma,MI,Gratiot
48806,43.186891,-84.500161,Ashley,MI,Gratiot
48807,43.150476,-84.402006,Bannister,MI,Gratiot
48808,42.828836,-84.444776,Bath,MI,Clinton
48809,43.075299,-85.257962,Belding,MI,Ionia
48811,43.181498,-84.853735,Carson City,MI,Montcalm
48813,42.579775,-84.845891,Charlotte,MI,Eaton
48815,42.834371,-85.258585,Clarksville,MI,Ionia
48816,42.765009,-83.955981,Cohoctah,MI,Livingston
48817,43.013949,-84.042884,Corunna,MI,Shiawassee
48818,43.274603,-84.885112,Crystal,MI,Montcalm
48819,42.547396,-84.280994,Dansville,MI,Ingham
48820,42.863913,-84.592296,Dewitt,MI,Clinton
48821,42.641171,-84.647417,Dimondale,MI,Eaton
48822,42.835279,-84.763128,Eagle,MI,Clinton
48823,42.764051,-84.459938,East Lansing,MI,Ingham
48825,42.727604,-84.48142,East Lansing,MI,Ingham
48827,42.509319,-84.66044,Eaton Rapids,MI,Eaton
48829,43.398205,-85.015378,Edmore,MI,Montcalm
48831,43.096219,-84.372488,Elsie,MI,Clinton
48832,43.411883,-84.776582,Elwell,MI,Gratiot
48834,43.132585,-85.032114,Fenwick,MI,Montcalm
48835,43.024903,-84.749057,Fowler,MI,Clinton
48836,42.669319,-84.076583,Fowlerville,MI,Livingston
48837,42.746876,-84.770686,Grand Ledge,MI,Eaton
48838,43.183357,-85.256667,Greenville,MI,Montcalm
48840,42.763138,-84.379361,Haslett,MI,Ingham
48841,43.112204,-84.239315,Henderson,MI,Shiawassee
48842,42.633522,-84.538076,Holt,MI,Ingham
48843,42.575522,-83.923398,Howell,MI,Livingston
48845,43.102441,-84.845897,Hubbardston,MI,Ionia
48846,42.986125,-85.057887,Ionia,MI,Ionia
48847,43.273232,-84.575579,Ithaca,MI,Gratiot
48848,42.887696,-84.353703,Laingsburg,MI,Shiawassee
48849,42.806313,-85.124536,Lake Odessa,MI,Ionia
48850,43.43527,-85.245835,Lakeview,MI,Montcalm
48851,42.951055,-84.9364,Lyons,MI,Ionia
48852,43.351697,-85.046033,Mcbrides,MI,Montcalm
48853,43.100122,-84.685621,Maple Rapids,MI,Clinton
48854,42.581698,-84.451612,Mason,MI,Ingham
48855,42.681274,-83.8972,#N/A,#N/A,#N/A
48856,43.19721,-84.733509,Middleton,MI,Gratiot
48857,42.840946,-84.155615,Morrice,MI,Shiawassee
48858,43.616033,-84.795459,Mount Pleasant,MI,Isabella
48860,43.050812,-84.908954,Muir,MI,Ionia
48861,42.732509,-84.925032,Mulliken,MI,Eaton
48864,42.70417,-84.392139,Okemos,MI,Ingham
48865,43.090516,-85.104617,Orleans,MI,Ionia
48866,42.997596,-84.376341,Ovid,MI,Clinton
48867,43.002718,-84.188977,Owosso,MI,Shiawassee
48870,43.110408,-84.984752,Palo,MI,Ionia
48871,43.156653,-84.673805,Perrinton,MI,Gratiot
48872,42.79865,-84.223099,Perry,MI,Shiawassee
48873,42.996853,-84.84415,Pewamo,MI,Ionia
48874,43.186449,-84.594937,Pompeii,MI,Gratiot
48875,42.860813,-84.941448,Portland,MI,Ionia
48876,42.644294,-84.731216,Potterville,MI,Eaton
48877,43.403734,-84.840802,Riverdale,MI,Gratiot
48878,43.706095,-84.779858,Rosebush,MI,Isabella
48879,43.003075,-84.577361,Saint Johns,MI,Clinton
48880,43.458864,-84.578359,Saint Louis,MI,Gratiot
48881,42.933122,-85.201584,Saranac,MI,Ionia
48883,43.543727,-84.673886,Shepherd,MI,Isabella
48884,43.209843,-85.049208,Sheridan,MI,Montcalm
48885,43.242912,-85.147939,Sidney,MI,Montcalm
48886,43.415719,-85.159692,Six Lakes,MI,Montcalm
48888,43.314815,-85.106068,Stanton,MI,Montcalm
48889,43.285072,-84.8069,Sumner,MI,Gratiot
48890,42.766874,-84.966363,Sunfield,MI,Eaton
48891,43.395354,-84.911507,Vestaburg,MI,Montcalm
48892,42.632741,-84.166861,Webberville,MI,Ingham
48893,43.685543,-84.97505,Weidman,MI,Isabella
48894,42.921483,-84.785801,Westphalia,MI,Clinton
48895,42.688915,-84.279784,Williamston,MI,Ingham
48896,43.521275,-84.901027,Winn,MI,Isabella
48897,42.703898,-85.130349,Woodland,MI,Barry
48906,42.788043,-84.589443,Lansing,MI,Ingham
48910,42.699177,-84.519955,Lansing,MI,Ingham
48911,42.67301,-84.571422,Lansing,MI,Ingham
48912,42.738361,-84.524017,Lansing,MI,Ingham
48915,42.737952,-84.570937,Lansing,MI,Ingham
48917,42.725239,-84.639542,Lansing,MI,Eaton
48921,42.721347,-84.56083,Lansing,MI,Ingham
48933,42.731996,-84.554683,Lansing,MI,Ingham
49001,42.264543,-85.561545,Kalamazoo,MI,Kalamazoo
49002,42.195311,-85.562988,Portage,MI,Kalamazoo
49004,42.353583,-85.563941,Kalamazoo,MI,Kalamazoo
49006,42.292497,-85.63146,Kalamazoo,MI,Kalamazoo
49007,42.302591,-85.588193,Kalamazoo,MI,Kalamazoo
49008,42.263841,-85.617047,Kalamazoo,MI,Kalamazoo
49009,42.303748,-85.697876,Kalamazoo,MI,Kalamazoo
49010,42.533307,-85.874766,Allegan,MI,Allegan
49011,42.110137,-85.218699,Athens,MI,Calhoun
49012,42.36817,-85.34422,Augusta,MI,Kalamazoo
49013,42.30552,-86.108039,Bangor,MI,Van Buren
49014,42.314556,-85.106213,Battle Creek,MI,Calhoun
49015,42.275471,-85.229044,Battle Creek,MI,Calhoun
49017,42.401366,-85.215928,Battle Creek,MI,Calhoun
49021,42.460434,-85.054743,Bellevue,MI,Eaton
49022,42.112127,-86.359048,Benton Harbor,MI,Berrien
49024,42.206513,-85.617997,Portage,MI,Kalamazoo
49026,42.376862,-85.963435,Bloomingdale,MI,Van Buren
49027,42.350328,-86.067386,Breedsville,MI,Van Buren
49028,41.851471,-85.190234,Bronson,MI,Branch
49029,42.142409,-85.100314,Burlington,MI,Calhoun
49030,41.865948,-85.338879,Burr Oak,MI,Saint Joseph
49031,41.9047,-85.974314,Cassopolis,MI,Cass
49032,41.911488,-85.52287,Centreville,MI,Saint Joseph
49033,42.227502,-85.088714,Ceresco,MI,Calhoun
49034,42.233525,-85.341209,Climax,MI,Kalamazoo
49036,41.90548,-85.031277,Coldwater,MI,Branch
49037,42.330097,-85.244828,#N/A,#N/A,#N/A
49038,42.202822,-86.320868,Coloma,MI,Berrien
49040,41.965721,-85.329273,Colon,MI,Saint Joseph
49042,41.860358,-85.672869,Constantine,MI,Saint Joseph
49043,42.285992,-86.268503,Covert,MI,Van Buren
49045,42.102102,-85.999123,Decatur,MI,Van Buren
49046,42.519178,-85.387984,Delton,MI,Barry
49047,41.999691,-86.11868,Dowagiac,MI,Cass
49048,42.272936,-85.487782,Kalamazoo,MI,Kalamazoo
49050,42.504302,-85.245704,Dowling,MI,Barry
49051,42.184442,-85.242147,East Leroy,MI,Calhoun
49052,42.105747,-85.321815,Fulton,MI,Kalamazoo
49053,42.28924,-85.416755,Galesburg,MI,Kalamazoo
49055,42.368474,-85.857813,Gobles,MI,Van Buren
49056,42.398286,-86.056215,Grand Junction,MI,Van Buren
49057,42.181948,-86.162944,Hartford,MI,Van Buren
49058,42.636423,-85.299691,Hastings,MI,Barry
49060,42.423536,-85.38597,Hickory Corners,MI,Barry
49061,41.873542,-85.815243,Jones,MI,Cass
49064,42.220886,-86.049114,Lawrence,MI,Van Buren
49065,42.138273,-85.842108,Lawton,MI,Van Buren
49066,42.037739,-85.3415,Leonidas,MI,Saint Joseph
49067,42.024172,-85.798766,Marcellus,MI,Cass
49068,42.276445,-84.939742,Marshall,MI,Calhoun
49070,42.53933,-85.62939,Martin,MI,Allegan
49071,42.226444,-85.775499,Mattawan,MI,Van Buren
49072,42.012051,-85.460189,Mendon,MI,Saint Joseph
49073,42.574928,-85.126192,Nashville,MI,Barry
49074,42.317468,-85.538723,Nazareth,MI,Kalamazoo
49075,41.917513,-85.448603,Nottawa,MI,Saint Joseph
49076,42.428635,-84.88033,Olivet,MI,Eaton
49078,42.47251,-85.732849,Otsego,MI,Allegan
49079,42.240155,-85.908075,Paw Paw,MI,Van Buren
49080,42.456426,-85.588337,Plainwell,MI,Allegan
49082,41.941034,-84.876582,Quincy,MI,Branch
49083,42.37811,-85.461128,Richland,MI,Kalamazoo
49084,42.182551,-86.382059,Riverside,MI,Berrien
49085,42.054277,-86.4626,Saint Joseph,MI,Berrien
49087,42.124219,-85.700691,Schoolcraft,MI,Kalamazoo
49088,42.179736,-85.422562,Scotts,MI,Kalamazoo
49089,42.004878,-85.23606,Sherwood,MI,Branch
49090,42.407427,-86.214544,South Haven,MI,Van Buren
49091,41.81818,-85.455591,Sturgis,MI,Saint Joseph
49092,42.098874,-84.978737,Tekonsha,MI,Calhoun
49093,41.972834,-85.649934,Three Rivers,MI,Saint Joseph
49094,42.050304,-85.11357,Union City,MI,Branch
49095,41.911662,-85.889223,Vandalia,MI,Cass
49096,42.645178,-85.021222,Vermontville,MI,Eaton
49097,42.121971,-85.487442,Vicksburg,MI,Kalamazoo
49098,42.163885,-86.239986,Watervliet,MI,Berrien
49099,41.793262,-85.671752,White Pigeon,MI,Saint Joseph
49101,41.9372,-86.482677,Baroda,MI,Berrien
49102,41.949226,-86.252076,Berrien Center,MI,Berrien
49103,41.946299,-86.376474,Berrien Springs,MI,Berrien
49104,41.963699,-86.358972,Berrien Springs,MI,Berrien
49106,41.938074,-86.554845,Bridgman,MI,Berrien
